품목기준코드,제품명,제품영문명,업체명,업체영문명,허가일,품목구분,허가번호,취소/취하,취소/취하일자,주성분,첨가제,품목분류,전문의약품,완제/원료,허가/신고,제조/수입,마약구분,모양,색상,제형,장축,단축,신약구분,표준코드명,ATC코드,묶음의약품정보,e은약요,수입제조국,주성분영문
201305008,가나프리드정(이토프리드염산염),Ganapride Tab. (itopride),(주)휴온스생명과학,HuonsLifeSciences,2013-02-14,의약품,5053,정상,,이토프리드염산염,"오파드라이흰색(OY-S-28924),유당수화물,카르복시메틸셀룰로오스,콜로이드성이산화규소,스테아르산마그네슘,옥수수전분",,전문의약품,완제의약품,허가,제조,,원형,,,7,7,N,"8800527000604,8806891030209,8800527000611,8806891030216,8800527000628,8806891030223",A03FA07,,,,Itopride Hydrochloride
201706222,"가나플럭스정20/1100밀리그램(오메프라졸,탄산수소나트륨)",Ganaflux Tab. 20/1100mg,한국애보트(유),Abbott Korea,2017-07-28,의약품,5020,정상,,오메프라졸/탄산수소나트륨,"크로스카르멜로오스나트륨,푸마르산스테아릴나트륨,황색산화철,포비돈",,전문의약품,완제의약품,허가,제조,,장방형,,,17.12,8.08,N,"8806442064219,8806442064202",A02BC51,201706222,,,Omeprazole/Sodium Bicarbonate
201504045,"가나플럭스정40/1100밀리그램(오메프라졸,탄산수소나트륨)",Ganaflux Tab. 40/1100mg,한국애보트(유),Abbott Korea,2015-06-19,의약품,5019,정상,,오메프라졸/탄산수소나트륨,"크로스카르멜로오스나트륨,푸마르산스테아릴나트륨,황색산화철,포비돈",,전문의약품,완제의약품,허가,제조,,장방형,,,17,8,N,"8806442064103,8806442064110",A02BC,201504045,,,Omeprazole/Sodium Bicarbonate
201907786,가네듀오캡슐,Ganeduo Cap.,(주)종근당,Chong Kun Dang Pharm.,2019-11-07,의약품,5350,정상,,비페닐디메틸디카르복실레이트혼합물/우르소데옥시콜산,"유당수화물,스테아르산마그네슘,옥수수전분,캡슐",,전문의약품,완제의약품,허가,제조,,장방형,,,19.1,6.2,N,"8806230063011,8806433092405,8806230063028,8806433092412,8806230063035,8806433092436,8806230063004,8806433092429",A05AA,,,,Biphenyl Dimethyl Dicarboxylate Mixture/Ursodeoxycholic Acid
202300927,가네리드정(테노포비르알라페나미드헤미말산염),Ganelid Tab.,한국휴텍스제약(주),"HUTECS KOREA PHARMACEUTICAL CO.,LTD.",2023-03-15,의약품,5399,정상,,테노포비르알라페나미드헤미말산염,"크로스카르멜로오스나트륨,미결정셀룰로오스,유당수화물,오파드라이II노란색(85F120028),콜로이드성이산화규소,스테아릴푸마르산나트륨",,전문의약품,완제의약품,허가,제조,,원형,,,8.1,8.1,N,"8806491057507,8806491057514",J05AF13,202300927,,,Tenofovir Alafenamide Hemimalate
201700691,가네유정(우르소데옥시콜산)(수출명:Ganmoru Tab.)(수출용),Ganeu Tab. 300mg,삼익제약(주),"Samik Pharmaceutical Co., Ltd.",2017-02-08,의약품,5087,정상,,우르소데옥시콜산,"미결정셀룰로오스,스테아르산마그네슘,전분글리콜산나트륨,히드록시프로필셀룰로오스",,전문의약품,완제의약품,신고,제조,,,,,,,N,"8806440038403,8806440038410",A05AA02,,,,Ursodeoxycholic Acid
201600574,가네진정,Ganezin Tab.,(주)셀트리온제약,"Celltrion Pharm, Inc.",2016-01-28,의약품,5096,정상,,오로트산카르니틴/항독성간장엑스/아데닌염산염/피리독신염산염/리보플라빈/시아노코발라민100배산,"크로스카르멜로오스나트륨,오파그로스클리어(97W19196),미결정셀룰로오스,초코렛트미크론,오파드라이200흰색(200F280000),오파드라이II빨강(85F35210),콜로이드성이산화규소,스테아르산마그네슘,초코렛분말향",,일반의약품,완제의약품,허가,제조,,타원형,,,17.4,9.3,N,"8806939020629,8806939020636,8806939020605,8806939020612,8806939020643,8806939020650",A05BA,,201600574,,Carnitine Orotate/Antitoxic Liver Extract/Adenine Hydrochloride/Pyridoxine Hydrochloride/Riboflavin/Cyanocobalamin Powder 1%
202005641,가네치온정100밀리그램(글루타티온(환원형)),Ganechion Tab. 100mg,주식회사 더유제약,"Theu PHARMACEUTICAL Co., Ltd.",2020-08-04,의약품,147,정상,,글루타티온(환원형),"라우릴황산나트륨,미결정셀룰로오스,유당수화물,젤라틴,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,백당,콜로이드성이산화규소,카르복시메틸셀룰로오스칼슘,경질무수규산,탤크,아라비아고무,침강탄산칼슘,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,원형,,,9.2,9.2,N,"8800570014504,8800570014511",V03AB32,,202005641,,Glutathione (Reduced)
198601398,가네카정,Ganeca Tab.,지엘파마(주),GL Pharma,1986-06-24,의약품,103,정상,,트리프롤리딘염산염수화물/슈도에페드린염산염,"미결정셀룰로오스,유당수화물,포비돈,스테아르산마그네슘,경질무수규산,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,원형,,,7.04,7.04,N,"8806497000101,8806497000118,8806497000125,8806497000132,8806497000149,8806497000156,8806497000163,8806497000170,8806497000187,8806497000194,8806497018212",R01BA52,,198601398,,Triprolidine Hydrochloride Hydrate/Pseudoephedrine Hydrochloride
201700839,가네타인액,Ganetaine Sol.,동성제약(주),"DONGSUNG BIO PHARM. CO., LTD",2017-02-16,의약품,5071,정상,,L-아르기닌/베타인/베타인염산염/시트르산수화물,"벤조산나트륨,드링크향,백당,수크랄로스,카라멜색소,D-소르비톨액,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806432029303,8806432029310,8806432029327,8806432029334",A05BA,,201700839,,L-Arginine/Betaine/Betaine Hydrochloride/Citric Acid Hydrate
200808096,가네탑골드연질캡슐,Ganetop Gold Soft Cap.,일양약품(주),"IL-YANG PHARM. CO., LTD.",2008-07-24,의약품,5066,정상,,밀크시슬열매건조엑스/티아민질산염/피리독신염산염/니코틴산아미드/판토텐산 칼슘/시아노코발라민,"중쇄트리글리세리드,콩기름,레시틴,흑색산화철,에틸바닐린,젤라틴,소르비톨 액(비결정성),카르나우바납,경화유,백납,농글리세린,적색산화철",,일반의약품,완제의약품,신고,제조,,타원형,,,25,9,N,"8806417045205,8806431032502,8806417045212",A05BA,,200808096,,Milk-Thistle Fruit Dried Extract/Thiamine Nitrate/Pyridoxine Hydrochloride/Nicotinamide/Calcium Pantothenate/Cyanocobalamin
202102087,가네톡액,GANETOC Solution,제이더블유중외제약(주),JW Pharmaceutical,2021-03-05,의약품,5187,정상,,L-아르기닌/베타인/베타인염산염/시트르산수화물,"말티톨,벤조산나트륨,조합향료(포도향311253) ,수크랄로스,카라멜색소,효소처리스테비아,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806449149100,8806449149117,8806449149124,8806449149131,8806449149148",A05BA,,202102087,,L-Arginine/Betaine/Betaine Hydrochloride/Citric Acid Hydrate
202303237,가넥트액,Ganact Sol.,동아제약(주),"Dong-A Pharmaceutical Co., Ltd.",2023-11-29,의약품,5193,정상,,벤포티아민/리보플라빈포스페이트나트륨/피리독신염산염/니코틴산아미드/우르소데옥시콜산/베타인염산염,"조합향료(에너지드링크항 K-221803),고과당,시트르산,염화나트륨,백당,수크랄로스,조합향료(에너지드링크향 K-221801),시트르산나트륨수화물,시클로덱스트린,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806265019502,8806265019519",A11JC,,,,Benfotiamine/Riboflavin Sodium Phosphate/Pyridoxine Hydrochloride/Nicotinamide/Ursodeoxycholic Acid/Betaine Hydrochloride
202001336,가뉴틴캡슐300밀리그램(가바펜틴),Ganutin Cap. 300mg,일성아이에스(주),"IL SUNG IS CO., LTD.",2020-02-25,의약품,5145,정상,,가바펜틴,"유당수화물,탤크,옥수수전분,캡슐",,전문의약품,완제의약품,허가,제조,,장방형,,,18.8,6.2,N,"8806554043409,8806554043416,8806554043423",N03AX12,,,,Gabapentin
201506538,가니레버프리필드시린지주0.25mg/0.5mL (가니렐릭스아세트산염),Ganireve Pre-filled Syringe 0.25mg/0.5mL,(주)엘지화학,LG Chem Ltd.,2015-09-14,의약품,5129,정상,,가니렐릭스아세트산염(가니렐릭스로서),"수산화나트륨,아세트산 무수물,주사용수,만니톨,1회용 주사침",,전문의약품,완제의약품,허가,제조,,,,,,,N,"8806689030008,8806689030015",H01CC01,,,,Ganirelix Acetate
200604285,가니토정(이토프리드염산염),Ganito Tab.,신일제약(주),Sinil Pharm,2006-05-23,의약품,630,정상,,이토프리드염산염,"미결정셀룰로오스,히프로멜로오스,유당수화물,폴리에틸렌글리콜6000,산화티탄,포비돈,스테아르산마그네슘,콜로이드성이산화규소,카르나우바납,카르복시메틸셀룰로오스칼슘",,전문의약품,완제의약품,신고,제조,,원형,,,7.10,7.10,N,"8806538000107,8806538000114,8806538000121",A03FA07,200604285,,,Itopride Hydrochloride
202303106,가도바주프리필드시린지(가도부트롤수화물),GADOVA,한국유나이티드제약(주),Korea United Pharm.,2023-11-09,의약품,1254,정상,,가도부트롤수화물,"트로메타민,염산,주사용수,부트롤칼슘나트륨",,전문의약품,완제의약품,허가,제조,,,,,,,N,"8806443097506,8806443097513,8806443097520,8806443098008,8806443098022,8806443097902,8806443097919,8806443098015",V08CA09,,,,Gadobutrol Hydrate
201905293,가도브릭스주(가도부트롤수화물),Gadobrix injection,(주)태준제약,"Taejoon Pharmaceutical Co., Ltd.",2019-07-25,의약품,5054,정상,,가도부트롤수화물,"트로메타몰,염산,주사용수,부트롤칼슘나트륨",,전문의약품,완제의약품,허가,제조,,,,,,,N,"8806501032401,8806501032418",V08CA09,,,,Gadobutrol Hydrate
201703370,가도브릭스프리필드실린지주(가도부트롤),Gadobrix 1.0mmol/mL(Solution for Injection in Pre-filled syringe),(주)태준제약,"Taejoon Pharmaceutical Co., Ltd.",2017-06-13,의약품,5047,정상,,가도부트롤,"트로메타몰,염산,주사용수,부트롤칼슘나트륨",,전문의약품,완제의약품,허가,제조,,,,,,,N,"8806501030902,8806501030810,8806501030827,8806501030919,8806501030803,8806501031015,8806501031114,8806501031213,8806501031008,8806501031107,8806501031206",V08CA09,,,,Gadobutrol Hydrate
200800904,가도비스트주사바이알(가도부트롤),GADOVIST Inj. VIAL(Gadobutrol),바이엘코리아(주),Bayer korea,2008-01-23,의약품,42,정상,,가도부트롤,"트로메타몰,염산 1N,주사용수,부트롤칼슘나트륨",,전문의약품,완제의약품,허가,수입,,,,,,,Y,"8806411003805,8806411003812,8806411003829",V08CA09,,,독일,Gadobutrol Hydrate
200800901,가도비스트주사프리필드시린지(가도부트롤),GADOVIST Inj. PFS(Gadobutrol),바이엘코리아(주),Bayer korea,2008-01-23,의약품,41,정상,,가도부트롤,"트로메타몰,염산 1N,주사용수,부트롤칼슘나트륨",,전문의약품,완제의약품,허가,수입,,,,,,,Y,"8806411003904,8806411003911,8806411003928,8806411004000,8806411004017,8806411060518,8806411060501",V08CA09,,,독일,Gadobutrol Hydrate
201803574,가도비전프리필드주사(가도부트롤),Gadovision Prefilled Injection (Gadobutrol),동국제약(주),"Dongkook Pharmaceutical Co.,Ltd.",2018-08-31,의약품,488,정상,,가도부트롤,"트로메타민,주사용수,부트롤칼슘나트륨,1N염산",,전문의약품,완제의약품,허가,제조,,,,,,,N,"8806534041517,8806534041524,8806534041500,8806534041616,8806534041623,8806534041715,8806534041722,8806534041814,8806534041821,8806534041913,8806534041609,8806534041708,8806534041807,8806534041906",V08CA09,,,,Gadobutrol Hydrate
200308596,가두벌크림,Gadubol Cream,삼익제약(주),"Samik Pharmaceutical Co., Ltd.",2003-07-04,의약품,258,정상,,디펜히드라민/l-멘톨/디부카인염산염/dl-캄파/에녹솔론,"프로필렌글리콜,파라옥시벤조산프로필,세토스테아릴알코올,폴리소르베이트60,스테아릴알코올,경질유동파라핀,디메티콘,소르비탄스테아레이트,파라옥시벤조산메틸,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806440000103,8806440000110",D04A,,200308596,,Diphenhydramine/L-Menthol/Dibucaine Hydrochloride/DL-Camphor/Enoxolone
201906902,가두에정5/10밀리그램,Gadue Tab. 5/10mg,(유)한풍제약,"HANPOONG PHARM. Co., Ltd.",2019-09-30,의약품,5239,정상,,아토르바스타틴칼슘/암로디핀베실산염,"크로스카르멜로오스나트륨,미결정셀룰로오스,오파드라이흰색(03B28796),소이폴리사카라이드,스테아르산마그네슘,탄산칼슘,히드록시프로필셀룰로오스",,전문의약품,완제의약품,허가,제조,,타원형,,,8.7,4.8,N,"8806581076203,8806581076210",C10BX03,,,,Atorvastatin Calcium/Amlodipine Besylate
201906903,가두에정5/20밀리그램,Gadue Tab. 5/20mg,(유)한풍제약,"HANPOONG PHARM. Co., Ltd.",2019-09-30,의약품,5240,정상,,아토르바스타틴칼슘/암로디핀베실산염,"크로스카르멜로오스나트륨,미결정셀룰로오스,오파드라이흰색(03B28796),소이폴리사카라이드,스테아르산마그네슘,탄산칼슘,히드록시프로필셀룰로오스",,전문의약품,완제의약품,허가,제조,,타원형,,,11,6.1,N,"8806581076302,8806581076319",C10BX03,201906903,,,Atorvastatin Calcium/Amlodipine Besylate
