품목기준코드,제품명,제품영문명,업체명,업체영문명,허가일,품목구분,허가번호,취소/취하,취소/취하일자,주성분,첨가제,품목분류,전문의약품,완제/원료,허가/신고,제조/수입,마약구분,모양,색상,제형,장축,단축,신약구분,표준코드명,ATC코드,묶음의약품정보,e은약요,수입제조국,주성분영문
200200836,태극아즈렌에스연고(구아야줄렌),Taiguk AzulenesOintment (Guayazulene),태극제약(주),"TAI GUK PHARM. Co., Ltd.",2002-02-06,의약품,281,정상,,구아야줄렌,"폴리소르베이트 60,메틸파라벤,프로필파라벤,에탄올(95),백색바셀린,유동파라핀",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806448022602,8806448022619,8806448022626",D03AX,,200200836,,Guaiazulene
200501105,태극아즈렌에스크림(구아야줄렌),Taiguk Azulene scream (Guayazulene),태극제약(주),"TAI GUK PHARM. Co., Ltd.",2005-07-05,의약품,295,정상,,구아야줄렌,"프로필렌글리콜,파라핀,글리세린모노스테아레이트,스테아르산,세틸팔미테이트,트롤아민,부틸히드록시톨루엔,프로필파라벤,유동파라핀,백색바셀린,스테아릴알코올,알로에베라겔,미리스트산이소프로필,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806448022701,8806448022718",D03AX,,200501105,,Guaiazulene
200501065,태극암로디핀정(암로디핀말레산염),Amlodipine Tab. Taiguk,태극제약(주),"TAI GUK PHARM. Co., Ltd.",2005-05-13,의약품,245,정상,,암로디핀말레산염,"무수인산수소칼슘,미결정셀룰로오스,스테아르산마그네슘,콜로이드성이산화규소,전분글리콜산나트륨",,전문의약품,완제의약품,신고,제조,,팔각형,,,8.8,6.2,N,"8806448022800,8806448022817,8806448022824",C08CA01,,,,Amlodipine Maleate
200300810,태극야디타스크림(수출용),Taiguk Yaditas Cream(for export),태극제약(주),"TAI GUK PHARM. Co., Ltd.",2003-10-09,의약품,289,정상,,플루오시노니드/황산겐타마이신,"트리에탄올아민,파라핀,프로필렌글리콜,정제라놀린,스테아린산,경납,이소프로필미리스테이트,부틸렌히드록시톨루엔,모노스테아린산글리세린,백색바세린,스킨케어4263,파라옥시안식향산메칠,유동파라핀,스테아릴알코올,파라옥시안식향산프로필,정제수",,전문의약품,완제의약품,허가,제조,,,,,,,N,8806448022909,D07CC05,,,,Fluocinonide/Gentamicin Sulfate
200401138,태극에페리손정(에페리손염산염),Eperison Tab. Taiguk,태극제약(주),"TAI GUK PHARM. Co., Ltd.",2004-08-04,의약품,226,정상,,에페리손염산염,"미결정셀룰로오스,유당수화물,산화티탄,젤라틴,포비돈,스테아르산마그네슘,백당,카르나우바납,탤크,옥수수전분,아라비아고무,침강탄산칼슘,히드록시프로필셀룰로오스",,전문의약품,완제의약품,신고,제조,,원형,,,7,7,N,"8806448023203,8806448023210,8806448023227",M03BX09,200401138,,,Eperisone Hydrochloride
200401117,태극염산시프로플록사신정(수출명 : STACIPRO TABLET),Ciprofloxacin HCl Tab. Taiguk,태극제약(주),"TAI GUK PHARM. Co., Ltd.",2004-04-14,의약품,200,정상,,시프로플록사신염산염수화물,"저치환도히드록시프로필셀룰로오스,히프로멜로오스,폴리에틸렌글리콜6000,산화티탄,콜로이드성이산화규소,스테아르산마그네슘,히프로멜로오스 2910,탤크,옥수수전분,전분글리콜산나트륨,히드록시프로필셀룰로오스",,전문의약품,완제의약품,신고,제조,,원형,,,11,11,N,"8806448023302,8806448023319,8806448023326",J01MA02,200401117,,,Ciprofloxacin Hydrochloride Hydrate
200901006,태극염산시프로플록사신정500밀리그램(수출용),Ciprofloxacin HCl Tab. Taiguk,태극제약(주),"TAI GUK PHARM. Co., Ltd.",2009-02-02,의약품,392,정상,,염산시프로플록사신,"포비돈 K30,미결정셀룰로오스,유당수화물,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,히프로멜로오스 2910,탈크,옥수수전분,전분글리콜산나트륨",,전문의약품,완제의약품,신고,제조,,,,,,,N,8806448043508,J01MA02,,,,Ciprofloxacin Hydrochloride
201404284,태극오플록사신점안액(수출용),Ofloxacin Eye Drops Taiguk,태극제약(주),"TAI GUK PHARM. Co., Ltd.",2014-09-22,의약품,5049,정상,,오플록사신,"수산화나트륨,염화나트륨,벤잘코늄염화물,염산,멸균정제수",,전문의약품,완제의약품,신고,제조,,,,,,,N,"8806448050803,8806448050810",S01AE01,,,,Ofloxacin
201404427,태극올로파타딘점안액(올로파타딘염산염)(수출용),Olopatadine Eye Drops Taiguk,태극제약(주),"TAI GUK PHARM. Co., Ltd.",2014-09-26,의약품,5050,정상,,올로파타딘염산염,"수산화나트륨,염화나트륨,인산수소나트륨수화물,벤잘코늄염화물,염산,멸균정제수",,전문의약품,완제의약품,허가,제조,,,,,,,N,"8806448052203,8806448052210",S01GX09,,,,Olopatadine Hydrochloride
201905384,태극우레아연고250밀리그램,Taiguk Urea Ointment. 250mg,태극제약(주),"TAI GUK PHARM. Co., Ltd.",2019-07-30,의약품,5127,정상,,우레아,"파라핀,스쿠알란,레시틴,글리세린모노스테아레이트,스테아르산,토코페롤아세테이트,D-판테놀,프로필파라벤,시클로메티콘,백색바셀린,유동파라핀,스테아릴알코올,폴리옥시에틸렌세틸에테르,디메티콘,미리스트산이소프로필,농글리세린,제라니움유,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806448057307,8806448057314,8806448057321",D02AE01,,201905384,,Urea
199301086,태극케토코나졸크림,Taiguk Ketoconazole Cream,태극제약(주),"TAI GUK PHARM. Co., Ltd.",1993-05-11,의약품,124,정상,,케토코나졸,"프로필렌글리콜,메틸파라벤,프로필파라벤,조합향료(스킨케어 23538),세탄올,폴리소르베이트60,스테아릴알코올,유동파라핀,소르비탄스테아레이트,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806448023906,8806448023913,8806448023920,8806448023937,8806448023944,8806448023951",D01AC08,,199301086,,Ketoconazole
200501037,태극크리미연고10%(산화아연)(수출명:디아퍼래시크리미오이트먼트)(수출용),Taiguk Creamy Ointment 10% (zinc oxide) (export name: Diaperlash Creamy Ointment) (for export),태극제약(주),"TAI GUK PHARM. Co., Ltd.",2005-01-19,의약품,298,정상,,산화아연,"정제라놀린,부틸레이티드히드록시톨루엔,토코페롤아세테이트,베이비로션타입향,메틸파라벤,폴리소르베이트60,탤크,알로에베라겔,유동파라핀,백색바셀린,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806448024002,8806448024019,8806448024026",D02AB,,,,Zinc Oxide
200703866,태극크리미연고16%(산화아연)(수출용)(수출명 : 코랄라이트다이퍼러쉬크리미연고16%),Taiguk creamy Ointment 16% (Zinc Oxide) (Export Name: Choral light differ rush Ointment 16%) (For Export),태극제약(주),"TAI GUK PHARM. Co., Ltd.",2007-04-05,의약품,332,정상,,산화 아연,"파라핀,정제라놀린,부틸레이티드히드록시톨루엔,토코페롤아세테이트,폴리소르베이트 60,트롤아민,유동 파라핀,페루발삼,탈  크,백색바셀린,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806448024101,8806448024118",D02AB,,,,Zinc Oxide
200700176,태극크리미연고40%(산화아연)(수출명:다이퍼러쉬오인트먼트40%)(수출용),Taiguk Creamy Ointment 40% (Zinc Oxide) (Export Name: Differ rush Ointment 40%) (For Export),태극제약(주),"TAI GUK PHARM. Co., Ltd.",2007-01-08,의약품,5001,정상,,산화아연,"정제라놀린,토코페롤아세테이트,부틸레이티드히드록시톨루엔,트롤아민,폴리소르베이트 60,메틸파라벤,라벤더 9648,탤크,유동파라핀,백색바셀린",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806448024200,8806448024217,8806448024224,8806448024231",D02AB,,,,Zinc Oxide
201400017,태극크리미크림13%(산화아연)(수출용),Taiguk Creamy Cream 13% (zinc oxide) (for export),태극제약(주),"TAI GUK PHARM. Co., Ltd.",2014-01-03,의약품,5027,정상,,산화아연,"프로필렌글리콜,수산화나트륨,토코페롤아세테이트,베이비로션타입향,황산마그네슘수화물,소르비탄세스퀴올레에이트,밀납,미결정왁스,프로필파라벤,백색바셀린,유동파라핀,디메티콘,알로에베라겔,정제수",,일반의약품,완제의약품,허가,제조,,,,,,,N,"8806448047605,8806448047612",D02AB,,,,Zinc Oxide
199701242,태극탄산칼슘정(침강탄산칼슘),Taiguk Calcium Carbonate Tab.,태극제약(주),"TAI GUK PHARM. Co., Ltd.",1997-11-17,의약품,63,정상,,침강탄산칼슘,"미결정셀룰로오스,유당수화물,스테아르산마그네슘,경질무수규산,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,원형,,,11.2,11.2,N,"8806448024507,8806448024514,8806448024521,8806448024538,8806448024545",A02AC01,,199701242,,Precipitated Calcium Carbonate
200401144,태극테르비나핀염산염정,Terbinafine HCl Tab. Taiguk,태극제약(주),"TAI GUK PHARM. Co., Ltd.",2004-05-03,의약품,233,정상,,테르비나핀염산염,"유당수화물,스테아르산마그네슘,옥수수전분,전분글리콜산나트륨,히드록시프로필셀룰로오스",,전문의약품,완제의약품,신고,제조,,원형,,,8,8,N,"8806448023500,8806448023517,8806448023524,8806448023531,8806448023548,8806448023555,8806448023562",D01BA02,200401144,,,Terbinafine Hydrochloride
201403504,태극토브라마이신점안액(수출용),Tobramycin Eye Drops Taeguk,태극제약(주),"TAI GUK PHARM. Co., Ltd.",2014-07-30,의약품,5044,정상,,토브라마이신,"티록사폴,무수황산나트륨,수산화나트륨,염화나트륨,붕산,벤잘코늄염화물,멸균정제수,황산",,전문의약품,완제의약품,신고,제조,,,,,,,N,8806448054306,S01AA12,,,,Tobramycin
202201073,태극파워액티브액(L-아스파르트산-L-아르기닌수화물),Taiguk Power Active Solutions(L-Aspartic Acid-L-Arginine Hydrate),태극제약(주),"TAI GUK PHARM. Co., Ltd.",2022-03-15,의약품,5222,정상,,L-아스파르트산-L-아르기닌수화물,"시트르산수화물,D-소르비톨 액,메틸파라벤,드링크향SJ-AN(1411100),메론향 SJ-AD(1501025),염화나트륨,수크랄로스,프로필파라벤,카라멜색소,네오헤스페리딘디히드로찰콘,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806448065609,8806448065616",V06DD,,202201073,,L-Arginine-L-Aspartate Hydrate
200501051,태극팜시클로버정(팜시클로비르),Famciclovir Tab. Taiguk,태극제약(주),"TAI GUK PHARM. Co., Ltd.",2005-08-10,의약품,315,정상,,팜시클로비르,"히프로멜로오스 혼합기제(11W001,유당수화물,스테아르산마그네슘,전분글리콜산나트륨,히드록시프로필셀룰로오스",,전문의약품,완제의약품,신고,제조,,원형,,,10.2,10.2,N,"8806448024903,8806448024910,8806448024927,8806448024934",J05AB09,,,,Famciclovir
202007381,태극포비돈요오드액7.5%,Taiguk Povidone Iodine Solution 7.5%,태극제약(주),"TAI GUK PHARM. Co., Ltd.",2020-10-28,의약품,5207,정상,,포비돈요오드,"박하향 #37-FN,인산수소나트륨수화물,시트르산나트륨수화물,농글리세린,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806448064305,8806448064312",R02AA15,,202007381,,Povidone Iodine
200901008,태극프레드니솔론정5밀리그램(수출용),Taiguk Prednisolone Tab. 5mg(for export),태극제약(주),"TAI GUK PHARM. Co., Ltd.",2009-02-02,의약품,393,정상,,프레드니솔론,"저치환도히드록시프로필셀룰로오스,유당수화물,스테아르산마그네슘,황색4호(알루미늄레이크),경질무수규산,카르복시메틸셀룰로오스칼슘,옥수수전분,히드록시프로필셀룰로오스,식약청인정타르색소",,전문의약품,완제의약품,신고,제조,,,,,,,N,8806448043300,H02AB06,,,,Prednisolone
200401146,태극플루코나졸캡슐,Fluconazole Cap. Taiguk,태극제약(주),"TAI GUK PHARM. Co., Ltd.",2004-05-03,의약품,255,정상,,플루코나졸,"유당수화물,스테아르산마그네슘,캡슐(상 : 청색, 하: 백색),옥수수전분",,전문의약품,완제의약품,신고,제조,,장방형,,,14.20,5.05,N,"8806448025108,8806448025115,8806448025122,8806448025139",J02AC01,200401146,,,Fluconazole
200909048,태왕경질무수규산(원료)(수입),Light Anhydrous Silicic Acid,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,1,정상,,,경질무수규산,,,원료의약품,신고,수입,,,,,,,N,,,,,"독일,일본",
200909049,태왕경질유동파라핀(원료)(수입),,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,2,정상,,,경질유동파라핀,,,원료의약품,신고,수입,,,,,,,N,,,,,네덜란드,
202203681,태왕규소화미결정셀룰로오스(원료)(수입),Silicified Microcrystalline Cellulose,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2022-09-27,의약품,27,정상,,,규소화미결정셀룰로오스,,,원료의약품,신고,수입,,,,,,,N,,,,,대만,
202400480,태왕글리세롤모노리놀리에이트,Glyceryl monolinoleate,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2024-03-06,의약품,28,정상,,,"옥수수기름,글리세린",,,원료의약품,허가,수입,,,,,,,N,,,,,프랑스,
200909050,태왕마이크로크리스탈린셀룰로오스및카르복시메칠셀룰로오스나트륨(원료)(수입),Microcrystalline Cellulose·Carboxymethylcellulose Sodium,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,3,정상,,,마이크로크리스탈린셀룰로오스및카르복시메칠셀룰로오스나트륨,,,원료의약품,신고,수입,,,,,,,N,,,,,대만,
200909051,태왕미결정셀룰로오스(원료)(수입),Microcrystalline Cellulose,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,4,정상,,,미결정셀룰로오스,,,원료의약품,신고,수입,,,,,,,N,,,,,대만,
200909052,태왕백납(원료)(수입),,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,5,정상,,,백납,,,원료의약품,신고,수입,,,,,,,N,,,,,독일,
200909053,태왕백색바셀린(원료)(수입),,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,6,정상,,,백색바셀린,,,원료의약품,신고,수입,,,,,,,N,,,,,네덜란드,
200909054,태왕산화티탄(원료)(수입),,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,7,정상,,,산화티탄,,,원료의약품,신고,수입,,,,,,,N,,,,,독일,
200909055,태왕소디움스타치글리콜레이트(원료)(수입),,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,8,정상,,,소디움스타치글리콜레이트,,,원료의약품,신고,수입,,,,,,,N,,,,,대만,
200909056,태왕스테아르산((원료)(수입),Stearic Acid,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,9,정상,,,스테아린산,,,원료의약품,신고,수입,,,,,,,N,,,,,말레이시아,
201402673,태왕스테아르산마그네슘(원료)(수입),,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2014-06-16,의약품,24,정상,,스테아르산/수산화마그네슘,상수,,,원료의약품,신고,수입,,,,,,,N,,,,,인도,Stearic Acid/Magnesium Hydroxide
200909057,태왕아라비아고무(원료)(수입),Acacia,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,10,정상,,,아라비아고무,,,원료의약품,신고,수입,,,,,,,N,,,,,프랑스,
200909058,태왕유당수화물(원료)(수입),,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,11,정상,,,유당수화물,,,원료의약품,신고,수입,,,,,,,N,,,,,네덜란드,
200909067,태왕인산수소칼슘수화물(원료)(수입),Dibasic Calcium Phosphate Hydrate,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,20,정상,,,인산수소칼슘수화물,,,원료의약품,신고,수입,,,,,,,N,,,,,미국,
200909059,태왕저치환도히드록시프로필셀룰로오스(원료)(수입),Low Substituted Hydroxypropylcellulose,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,12,정상,,,저치환도히드록시프로필셀룰로오스,,,원료의약품,신고,수입,,,,,,,N,,,,,중국,
200909060,태왕정제쉘락(원료)(수입),Purified Shellac,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,13,정상,,,정제쉘락,,,원료의약품,신고,수입,,,,,,,N,,,,,일본,
200909068,태왕코포비돈(원료)(수입),Copovidone,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,21,정상,,,코포비돈,,,원료의약품,신고,수입,,,,,,,N,,,,,독일,
200909061,태왕크로스카멜로스나트륨(원료)(수입),Croscarmellose Sodium,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,14,정상,,,크로스카멜로스나트륨,,,원료의약품,신고,수입,,,,,,,N,,,,,대만,
200909069,태왕크로스포비돈(원료)(수입),Crospovidone,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,22,정상,,,크로스포비돈,,,원료의약품,신고,수입,,,,,,,N,,,,,독일,
200909062,태왕탤크(원료)(수입),Talc,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,15,정상,,탤크,,,,원료의약품,신고,수입,,,,,,,N,,,,,일본,Talc
200909066,태왕토코페롤아세테이트(원료)(수입),,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,19,정상,,토코페롤아세테이트,,,,원료의약품,신고,수입,,,,,,,N,,,,,독일,Tocopherol Acetate
200909070,태왕포비돈(원료)(수입),Povidone,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,23,정상,,,포비돈,,,원료의약품,신고,수입,,,,,,,N,,,,,독일,
201603809,태왕폴리에틸렌글리콜400(원료)(수입),Polyethylene Glycol 400,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2016-06-23,의약품,1,정상,,폴리에틸렌글리콜 400,,,,원료의약품,신고,수입,,,,,,,N,,,,,독일,Polyethylene Glycol 400
201604492,태왕폴리에틸렌글리콜600(원료)(수입),Polyethylene Glycol 600,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2016-07-21,의약품,25,정상,,폴리에틸렌글리콜600,,,,원료의약품,신고,수입,,,,,,,N,,,,,독일,Polyethylene Glycol 600
202400731,태왕폴리에틸렌글리콜300(원료)(수입),Polyethylene glycol300,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2024-04-02,의약품,29,정상,,폴리에틸렌글리콜300,,,,원료의약품,신고,수입,,,,,,,N,,,,,독일,Polyethylene Glycol 300
202400732,태왕폴리에틸렌글리콜3350(원료)(수입),Polyethylene glycol3350,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2024-04-02,의약품,30,정상,,폴리에틸렌글리콜3350,,,,원료의약품,신고,수입,,,,,,,N,,,,,독일,Polyethylene Glycol 3350
201604493,태왕폴리에틸렌글리콜1500(원료)(수입),Polyethylene Glycol 1500,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2016-07-21,의약품,26,정상,,폴리에틸렌글리콜1500,,,,원료의약품,신고,수입,,,,,,,N,,,,,독일,Polyethylene Glycol 1500
202402405,태왕프로필렌글리콜모노카프릴레이트(Type II)(원료)(수입),Propylene Glycol Monocaprylate,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2024-10-10,의약품,31,정상,,프로필렌글리콜모노카프릴레이트,,,,원료의약품,신고,수입,,,,,,,N,,,,,"스페인,프랑스",Propylene Glycol Monocaprylate
200909063,태왕황납(원료)(수입),,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,16,정상,,,황납,,,원료의약품,신고,수입,,,,,,,N,,,,,독일,
200909064,태왕히드록시프로필셀룰로오스(원료)(수입),Hydroxypropylcellulose,태왕물산(주),"TAEWANG MULSAN CO.,LTD",2009-12-23,의약품,17,정상,,,히드록시프로필셀룰로오스,,,원료의약품,신고,수입,,,,,,,N,,,,,일본,
202402135,태우리연질캡슐,Taewoori Soft Cap.,(주)알피바이오,RP Bio Inc.,2024-09-02,의약품,5314,정상,,산화마그네슘/토코페롤아세테이트/벤포티아민/피리독신염산염/리보플라빈/니코틴산아미드/감마-오리자놀/타우린/우르소데옥시콜산/유비데카레논,"콩기름,레시틴,숙신산젤라틴,산화티탄,황납,야자경화유,농글리세린,치자적색소",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806616058006,8806616058013",A11JC,,,,Magnesium Oxide/Tocopherol Acetate/Benfotiamine/Pyridoxine Hydrochloride/Riboflavin/Nicotinamide/Gamma-Oryzanol/Taurine/Ursodeoxycholic Acid/Ubidecarenone
199504372,태원구아야콜설폰산칼륨,,(주)원풍약품상사,"WonPoong Pharm.Co.,LTD",1995-03-27,의약품,2006,정상,,구아야콜설폰산칼륨,,,,원료의약품,신고,제조,,,,,,,N,,,,,,Potassium Guaiacolsulfonate
199403365,태원메나니온아황산수소나트륨,,(주)원풍약품상사,"WonPoong Pharm.Co.,LTD",1994-12-29,의약품,2252,정상,,메나디온아황산수소나트륨,,,,원료의약품,허가,제조,,,,,,,N,,,,,,Menadione Sodium Bisulfite
199504376,태원아미노에칠설폰산,,(주)원풍약품상사,"WonPoong Pharm.Co.,LTD",1995-05-11,의약품,2010,정상,,아미노에칠설폰산,,,,원료의약품,신고,제조,,,,,,,N,,,,,,Taurine
199504378,태원엘글루타민,,(주)원풍약품상사,"WonPoong Pharm.Co.,LTD",1995-07-21,의약품,2013,정상,,엘글루타민,,,,원료의약품,신고,제조,,,,,,,N,,,,,,L-Glutamine
199504377,태원오로트산,,(주)원풍약품상사,"WonPoong Pharm.Co.,LTD",1995-06-15,의약품,2011,정상,,오로트산,,,,원료의약품,신고,제조,,,,,,,N,,,,,,Orotic Acid Hydrate
202202831,태을의료용산소,Taeul Medical Oxygen,태을산업가스(주),"Taeul Industrial gas Co.,Ltd.",2022-07-08,의약품,4,정상,,산소,,,전문의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Oxygen
202400775,태전위산,Taejeonwi Powder,정우신약(주),"Jung Woo Pharm Co.,Ltd.",2024-04-05,의약품,5253,정상,,고목/육계/회향/육두구/정향/진피(陳皮)/용담/탄산수소나트륨/침강탄산칼슘/탄산마그네슘/합성규산알루미늄/디아스타제·프로테아제·셀룰라제2000II,"시트르산수화물,미결정셀룰로오스,복숭아향코튼,수크랄로스,시트르산나트륨수화물,L-멘톨,만니톨",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806942063606,8806942063637,8806942063613,8806942063620",A16AX,,,,Picrasma Wood/Cinnamon Bark/Fennel/Nutmeg/Clove/Citrus Unshiu Peel/Gentian Root and Rhizome/Sodium Bicarbonate/Precipitated Calcium Carbonate/Magnesium Carbonate/Synthetic Aluminium Silicate/Diastase·Protease·Cellulase 2000 II
199401866,태준리도카인비스코스2%액,Taejoon Lidocaine Viscous 2% Sol.,(주)태준제약,"Taejoon Pharmaceutical Co., Ltd.",1994-08-27,의약품,1,정상,,리도카인염산염수화물,"수산화나트륨,사카린나트륨수화물,히프로멜로오스,메틸파라벤,프로필파라벤,바나나 엣센스 에스에치,정제수",,전문의약품,완제의약품,신고,제조,,,,,,,N,"8806501012007,8806501012014,8806501012021,8806501012038,8806501012045",R02AD02,,,,Lidocaine Hydrochloride Hydrate
