품목기준코드,제품명,제품영문명,업체명,업체영문명,허가일,품목구분,허가번호,취소/취하,취소/취하일자,주성분,첨가제,품목분류,전문의약품,완제/원료,허가/신고,제조/수입,마약구분,모양,색상,제형,장축,단축,신약구분,표준코드명,ATC코드,묶음의약품정보,e은약요,수입제조국,주성분영문
202004442,"1. 롱스핀엑스마우스워시(페퍼민트향)(염화세틸피리디늄) 2. 롱스핀제로마우스워시(시트러스민트향)(염화세틸피리디늄), 3. 롱스핀로즈마우스워시(로즈민트향)(염화세틸피리디늄)",,코스메디칼솔루션리서치,Cosmedical Solution Research,2020-06-17,의약외품,1336,정상,,염화세틸피리디늄,"프로필렌글리콜,조합향료(Citrusmint SD-1723-HB),멘톨,말티톨,조합향료(RA-4745),청색1호(브릴리안트블루FCF),스테비아 엑스,파라옥시벤조산에틸,글리세린,시트르산나트륨,자일리톨,인산수소나트륨수화물,폴리옥시에틸렌50·경화피마자유,조합향료(Rosemint SD-1937-C),사카린나트륨,적색104호의(1)(플록신B),페퍼민트 엑스,시클로덱스트린,폴리옥시에틸렌경화피마자유50,안식향산나트륨,파라옥시벤조산메틸,히알루론산나트륨,정제수,에탄올",구중청량제(내복용제 및 양치제),,,허가,수입,,,,,,,N,,,,,일본,Cetylpyridinium Chloride
202006178,"1. 리치씨피가글(염화세틸피리디늄)(수출용), 2. 리치티더블유가글(염화세틸피리디늄)(수출용), 3. 리치에스피가글(염화세틸피리디늄)(수출용), 4. 리치더블유엠가글(염화세틸피리디늄)(수출용)",,(주)엘지생활건강,"LG H&H Co., Ltd.",2020-09-04,의약외품,5309,정상,,염화세틸피리디늄,"사카린나트륨수화물,글리세린,프로폴리스추출액,시트르산,조합향료(OPTAMINT 257537),수크랄로스,조합향료(OPTAMINT 404652),폴리옥시에틸렌경화피마자유,시트르산나트륨수화물,조합향료(TF-BSGC-02),조합향료(Tropical Wave 6),에탄올,정제수",구중청량제(내복용제 및 양치제),,,허가,제조,,,,,,,N,,,,,,Cetylpyridinium Chloride
201402407,"1. 맥슨화이트센스치약프리미엄(침강탄산칼슘), 2.미네완카치약(침강탄산칼슘)",,이큐맥슨제약주식회사,EQMAXON Corp.,2014-05-27,의약외품,112,정상,,침강탄산칼슘,"라우릴황산나트륨,구연산,멘톨,스테비올배당체,박하유,카렌듀라엑스,글리세린,메틸파라벤,키토산,자일리톨,시트르산,제일인산칼륨,녹차엑스,L-멘톨,D-소르비톨액,카르복시메틸셀룰로오스나트륨,레몬민트NF-2019,파라옥시벤조산메틸,폴리에틸렌글리콜1500,비결정성소르비톨액(70%),정제수",치약제,의약외품,,신고,제조,,,,,,,N,,,,,,Precipitated Calcium Carbonate
201308886,"1. 메디케어화이트치약, 2.라니아덴티플라틴치약",,아세아제약(주),"ASEA PHARMACEUTICAL CO., LTD",2013-08-19,의약외품,5034,정상,,침강탄산칼슘/인산수소칼슘/아미노카프론산/알란토인클로로히드록시알루미늄,"라우릴황산나트륨,멘톨,스피아민트오일,비타민E,키토산,메틸파라벤,제삼인산칼슘,삭카린나트륨(가용성),자일리톨,녹차엑스,백금콜로이드액,D-소르비톨액,카르복시메틸셀룰로오스나트륨,이산화티탄,프로폴리스추출물,함수규산,농글리세린,폴리에틸렌글리콜1500,정제수,청색1호",치약제,의약외품,,신고,제조,,,,,,,N,,,,,,Precipitated Calcium Carbonate/Calcium Phosphate Dibasic/Aminocaproic Acid/Aluminium Chlorohydroxy Allantoinate
201601598,"1. 메디포미마우스워시액(염화세틸피리디늄), 2. 쿨센스플러스액(염화세틸피리디늄)",,아세아제약(주),"ASEA PHARMACEUTICAL CO., LTD",2016-03-24,의약외품,5040,정상,,염화세틸피리디늄,"구연산,멘톨,벤조산나트륨,강황추출물,치자청색소,페퍼민트오일 HR-AF14284,자일리톨,사카린나트륨,에탄올(95),폴리옥시에틸렌경화피마자유,자몽종자추출물,부틸렌글리콜,프로폴리스추출물,농글리세린,정제수",구중청량제(내복용제 및 양치제),의약외품,,신고,제조,,,,,,,N,,,,,,Cetylpyridinium Chloride
201401168,"1. 메디포미화이트치약, 2.바이오액티브페이스트",,아세아제약(주),"ASEA PHARMACEUTICAL CO., LTD",2014-03-13,의약외품,5039,정상,,탄산칼슘/토코페롤아세테이트/피로인산나트륨,"라우릴황산나트륨,멘톨,벤조산나트륨,스피아민트오일,사과추출물,키토산,메틸파라벤,황금추출물,자일리톨,제삼인산칼슘,호두껍질분말,작약추출물,삭카린나트륨,니신,금은화추출물,카렌듈라추출물,효소처리스테비아,D-소르비톨액,카르복시메틸셀룰로오스나트륨,이산화티탄,소듐코코일글루타메이트,프로폴리스추출물,농글리세린,폴리에틸렌글리콜1500,청색1호,정제수,콘센트럴악시스그레인,카라기난,에리스리톨,감초추출물",치약제,의약외품,,신고,제조,,,,,,,N,,,,,,Calcium Carbonate/Tocopherol Acetate/Sodium Pyrophosphate
202007109,"1. 메디히어로손소독티슈(벤잘코늄염화물농축액50),  2. 메디히어로손소독티슈어드밴스(벤잘코늄염화물농축액50), 3. 핸디쉴드손소독티슈(벤잘코늄염화물농축액50)",,태남메디코스(주),,2020-10-16,의약외품,3,정상,,벤잘코늄염화물농축액50,"벤조산나트륨,글리세린,디나트륨이디티에이,시트르산,에탄올(95),폴리소르베이트20,조합향료(에스피 74389에이),정제수,부직포",외용소독제,,,허가,제조,,,,,,,N,,,,,,Benzalkonium Chloride Concentrate Solution 50
202003483,1. 비츄인핸즈앤퓨어세니타이저겔(에탄올) 2.이하누스새니타이저겔(에탄올) 3. 이하누스블루그레인세니타이저겔(에탄올) 4.이하누스골드그레인세니타이겔(에탄올) 5.이하누스그린그레인세니타이저겔(에탄올) 6.이하누스레드그레인세니타이저겔(에탄올) 7.비츄인핸즈앤퓨어라벤더향손소독제겔(에탄올) 8.비츄인핸즈앤퓨어레몬향손소독제겔(에탄올)9.비츄인핸즈앤퓨어로즈마리향손소독제겔(에탄올)10.비츄인핸즈앤퓨어페퍼민트향손소독제겔(에탄올),,(주)비디텍,"BD TECHNOLOGY CO., LTD",2020-05-14,의약외품,10,정상,,에탄올(95),"트리에탄올아민,글리세린·히알루론산혼합물,조합향료 유칼립투스향(Frag-Y1588),소듐히아루로네이트(2),토코페롤아세테이트,1,3-부틸렌글리콜,글리세린.히알루론산혼합물(청색),글리세린.히알루론산혼합물(녹색),조합향료 시트러스레몬향(Frag-Y1589),글리세린,조합향료Lavender(HP-53346),글리세린·히알루론산혼합물(적색),조합향료 ALOE(HP-BA52174),조합향료CITRUS LEMON(HP-BA52803),조합향료-로즈마리향(frag-13188),조합향료-라벤더향(frag-13189),조합향료LAVENDER BLOSSOM (HP-BA50117),조합향료 알로에향(Frag-Y1587),카보머호모폴리머,글리세린·히알루론산혼합물(녹색),조합향료-레몬향(frag-13186),알로에베라겔,글리세린·히알루론산혼합물(황색),조합향료-페퍼민트향(frag-13187),글리세린.히알루론산혼합물(흰색),글리세린.히알루론산혼합물(보라색),글리세린.히알루론산혼합물(주황색),정제수,글리세린.히알루론산혼합물(황색),글리세린.히알루론산혼합물(적색)",외용소독제,,,신고,제조,,,,,,,N,,,,,,Ethanol 95%
201001965,"1. 사니젠스왑(에탄올), 2. 사니젠손소독티슈프리미엄(에탄올)",,주식회사월드켐,,2010-03-09,의약외품,108,정상,,에탄올(95),"정제수,부직포",외용소독제,의약외품,,허가,제조,,,,,,,N,,,,,,Ethanol 95%
201201035,"1. 사라야사니사라더블유(에탄올), 2. 알소프트지더블유핸드럽겔(에탄올), 3. 알소프트지브이바이럽겔(에탄올)",,(주)크린피스,,2012-02-21,의약외품,97,정상,,에탄올(95),"트리에탄올아민,알란토인,이소프로필미리스테이트,글리세린,인산,카보머,정제수,히드록시프로필메틸셀룰로오스",외용소독제,의약외품,,허가,제조,,,,,,,N,,,,,,Ethanol 95%
201308682,"1. 샤보BCG(벤잘코늄염화물액), 2. 포밍사이드(벤잘코늄염화물액)",,(주)크린피스,,2013-08-06,의약외품,101,정상,,벤잘코늄염화물 액,"녹색 201호,피이지.피피지(160:30)공중합체,글리세린,테트라나트륨이디티에이,산화라우라민,하이드록시프로필메틸셀룰로오즈,알킬글루코사이드,조합향료(ANC0033),락트산,정제수",외용소독제,의약외품,,허가,제조,,,,,,,N,,,,,,Benzalkonium Chloride Solution
202001156,"1. 스킨덤핸드클린겔(에탄올), 2. 이지프리손소독제겔(에탄올), 3. 예쁜손손소독제(에탄올), 4. 페어리듀세니타이저(에탄올)",,(주)더썬,,2020-02-19,의약외품,4,정상,,에탄올(95),"트리에탄올아민,프로필렌글리콜,글리세린,아미노메틸프로판올,토코페릴아세테이트,녹차엑스,페퍼민트오일,토코페롤,카보머,자몽종자추출물,히알루론산 엑스,편백수,알로에베라 겔,히알루론산나트륨,부틸렌글리콜,정제수",외용소독제,,,신고,제조,,,,,,,N,,,,,,Ethanol 95%
201207230,1. 쓰리엠넥스케어하이드로케어밴드 2. 쓰리엠넥스케어풋케어밴드 3. 쓰리엠넥스케어블레미쉬클리어커버방수,,한국쓰리엠(주),3M Korea Ltd.,2012-10-12,의약외품,12,정상,,,"하이드로콜로이드점착테이프,폴리우레탄점착테이프필름",반창고,의약외품,,허가,제조,,,,,,,N,,,,,,
201006877,"1. 알로에센스치약, 2. 에이치파이로매스티큐치약, 3. 에이치파이로메디큐케어치약",,아세아제약(주),"ASEA PHARMACEUTICAL CO., LTD",2010-11-17,의약외품,5010,정상,,함수이산화규소/토코페롤아세테이트/피로인산나트륨,"피이지75,벤조산나트륨,라우릴황산나트륨,멘톨,유자추출물,쑥추출물,키토산,황색4호,메틸파라벤,매스틱추출물,자일리톨,삭카린나트륨(가용성),녹차엑스,페파민트향 HF-6240,카르복시메칠셀룰로오스나트륨,D-소르비톨액,프로폴리스추출물,조합향료(알로에민트향HF61433),농글리세린,알로에추출물(1),청색1호,정제수,폴리에틸렌글리콜1500,감초엑스",치약제,의약외품,,신고,제조,,,,,,,N,,,,,,Hydrated Silicone Dioxide/Tocopherol Acetate/Sodium Pyrophosphate
201506504,"1. 양광키즈치약(딸기맛)(수출용)

2. 양광키즈치약(포도맛)(수출용)

3. 양광키즈치약(사과맛)(수출용)",,(주)그린원일,Green Wonil,2015-09-11,의약외품,5051,정상,,덴탈타입실리카/일불소인산나트륨/토코페롤아세테이트,"벤조산나트륨,라우릴황산나트륨,글리세린,딸기향(HF-63287),포도향 HF-31318,딸기향(HF-63288),D-소르비톨액,이산화티탄,카르복시메틸셀룰로오스나트륨,삭카린 나트륨,에리스리톨,글리세로인산칼슘,정제수,사과향 S-8202",치약제,의약외품,,신고,제조,,,,,,,N,,,,,,Dental Type Silica/Sodium Monofluorophosphate/Tocopherol Acetate
201805199,"1. 에버바디(에이), 2. 에버바디(비)",,(주)젠코디벨롭,,2018-12-20,의약외품,1,정상,,,실리콘탄성중합체,생리컵,의약외품,,허가,수입,,,,,,,N,,,,,중국,
202005962,"1. 엘케이손소독액(에탄올), 2.코나손소독스프레이(에탄올)",,주식회사베니스코스메틱,,2020-08-24,의약외품,5016,정상,,에탄올(95),"토코페롤아세테이트,글리세린,녹차엑스,정제수",외용소독제,,,신고,제조,,,,,,,N,,,,,,Ethanol 95%
201005050,"1. 예스마일플러스팜치약, 2. 잇몸메디치약",,아세아제약(주),"ASEA PHARMACEUTICAL CO., LTD",2010-08-17,의약외품,5004,정상,,함수이산화규소/아미노카프로산/알란토인클로로히드록시알루미늄/플루오르화나트륨,"라우릴황산나트륨,멘톨,벤조산나트륨,세이지추출물,몰약엣센스,라타니아엣센스,비타민E,메틸파라벤,카모마일추출물(1),조합향료(프레쉬시트러스민트향 07B00257),황색4호,페퍼민트오일 HR-AF14284,카르복시메틸셀룰오스나트륨,자일리톨,녹차엑스,프로필파라벤,삭카린나트륨,라타니아틴크,마이카,적색40호,자몽종자추출물,D-소르비톨액,몰약틴크,이산화티탄,농글리세린,피이지-75,청색1호,정제수,칼슘포스페이트하이드록사이드,카모마일엣센스",치약제,의약외품,,신고,제조,,,,,,,N,,,,,,Hydrated Silicone Dioxide/Aminocaproic Acid/Aluminium Chlorohydroxy Allantoinate/Sodium Fluoride
201100509,"1. 오리진키토치약, 2. 구취메디치약",,아세아제약(주),"ASEA PHARMACEUTICAL CO., LTD",2011-01-31,의약외품,5015,정상,,함수이산화규소/토코페롤아세테이트/피로인산나트륨,"함수규산(TIXOSIL43K),라우릴황산나트륨,구연산,멘톨,벤조산나트륨,어성초추출물,쑥엑스,강황추출물,유자추출물,몰약엣센스,메틸파라벤,비타민E,페퍼민트오일 HR-AF14284,제삼인산칼슘,자일리톨,녹차엑스,탄산수소나트륨,삭카린나트륨,시트러스민트향 HF-60847,라타니아틴크,곡기생,자몽종자추출물,D-소르비톨액,카르복시메틸셀룰로오스나트륨,이산화티탄,몰약틴크,농글리세린,폴리에틸렌글리콜1500,정제수,알로에추출물(1)",치약제,의약외품,,신고,제조,,,,,,,N,,,,,,Hydrated Silicone Dioxide/Tocopherol Acetate/Sodium Pyrophosphate
201605065,1. 오즈무동의보감치약(수출용) 2. 오즈무미네랄머드치약(수출용) 3. 오즈무허브케어치약(수출용) 4. 오즈무바닐라민트치약(수출용) 5. 오즈무케이프로젝트치약(수출용) 6. 오즈무아이디화이트닝치약(수출용) 7.호람유아더시크릿치약블루(수출용) 8.호람유아더시크릿치약퍼플(수출용),,(주)그린원일,Green Wonil,2016-08-24,의약외품,5067,정상,,덴탈타입실리카/일불소인산나트륨/토코페롤아세테이트,"벤조산나트륨,라우릴황산나트륨,페퍼민트향(S-7424),식염,녹차추출물,카모마일추출물,세이지추출물,글리세린,카복시메틸셀룰로스나트륨,황색4호,사카린나트륨,민트향(S-2888-1),실리카비드,자일리톨,L-멘톨,효소처리스테비아,적색40호,민트향(S-2888-3),D-소르비톨액,활성탄,이산화티탄,폴리에틸렌글리콜1500,정제수,청색1호",치약제,의약외품,,신고,제조,,,,,,,N,,,,,,Dental Type Silica/Sodium Monofluorophosphate/Tocopherol Acetate
201206193,1. 올인원화이트치약  2. 아이오바이오화이트치약,,(주)시지바이오,"CG Bio Co., Ltd.",2012-07-19,의약외품,5010,정상,,탄산칼슘/인산삼칼슘/피로인산나트륨,"잔탐검,라우릴황산나트륨,함수규산(TIXOSIL43L),포공영추출물,자일리톨,인삼엑스,황백농축엑기스,길경농축엑기스,녹차엑스,효소처리스테비아,자몽종자추출물,L-멘톨,옵타민트156665,잔탄검,로즈마리엑스,카르복시메틸셀룰로오스나트륨,D-소르비톨액,프로폴리스추출물,폴리에틸렌글리콜1500,정제수",치약제,의약외품,,신고,제조,,,,,,,N,,,,,,Calcium Carbonate/Tribasic Calcium Phosphate/Sodium Pyrophosphate
201801956,"1. 위드컵 대형, 2. 위드컵 소형",,태진실리콘,,2018-05-09,의약외품,1,정상,,,실리콘탄성중합체,생리컵,의약외품,,허가,제조,,,,,,,N,,,,,,
201904807,"1. 이가편한세상뿌리치약, 2. 이가편한세상뿌리블랙치약",,(주)에스원제약,,2019-07-18,의약외품,5,정상,,침강탄산칼슘/아미노카프로산/무수인산수소칼슘/알란토인클로로히드록시알루미늄,"수산화나트륨,감초 엑스,카렌듀라엑스,약용탄,D-소르비톨 액,실리카,알로에엑스(09),염화나트륨,자일리톨,녹차엑스,상백피 엑스,상백피엑스,효소처리스테비아,자몽종자추출물,카르복시메틸셀룰로오스나트륨,코코일글루타민산나트륨,정제수,폴리에틸렌글리콜1500,l-멘톨,멘타오일 페퍼민트오일,감초엑스",치약제,,,신고,제조,,,,,,,N,,,,,,Precipitated Calcium Carbonate/Aminocaproic Acid/Anhydrous Dibasic Calcium Phosphate/Aluminium Chlorohydroxy Allantoinate
200713110,"1. 이메디클리닉치약, 2. 메디투칼라치약",,아세아제약(주),"ASEA PHARMACEUTICAL CO., LTD",2007-12-07,의약외품,120,정상,,침강탄산칼슘/인산수소칼슘/아미노카프론산/알란토인클로로히드록시알루미늄,"피이지75,벤조산나트륨,라우릴황산나트륨,멘톨,키토산,비타민E,황색4호,탄산수소나트륨,자일리톨,녹차엑스,유자향(HF-61616),삭카린나트륨(가용성),규조토,비타민C,카르복시메칠셀룰로오스나트륨,D-소르비톨액,알로에베라겔,이산화티탄,함수규산,청색1호,정제수,폴리에칠렌글리콜 1500",치약제,의약외품,,신고,제조,,,,,,,N,,,,,,Precipitated Calcium Carbonate/Calcium Phosphate Dibasic/Aminocaproic Acid/Aluminium Chlorohydroxy Allantoinate
