품목기준코드,제품명,제품영문명,업체명,업체영문명,허가일,품목구분,허가번호,취소/취하,취소/취하일자,주성분,첨가제,품목분류,전문의약품,완제/원료,허가/신고,제조/수입,마약구분,모양,색상,제형,장축,단축,신약구분,표준코드명,ATC코드,묶음의약품정보,e은약요,수입제조국,주성분영문
202400964,시크릿데이순한코튼슈퍼롱,,주식회사하이베러,,2024-04-24,의약외품,5193,정상,,,"폴리에틸렌필름,흡수지,면상펄프,열용융접착제A2,열용융접착제B1,부직포",생리대,,,허가,제조,,,,,,,N,,,,,,
202401896,시크릿데이순한코튼슬림핏소형,,주식회사하이베러,,2024-08-05,의약외품,5201,정상,,,"면부직포,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제B2",생리대,,,허가,제조,,,,,,,N,,,,,,
202400472,시크릿데이순한코튼슬림핏오버나이트,,주식회사하이베러,,2024-03-06,의약외품,5176,정상,,,"면부직포,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제A2,열용융접착제B1,부직포",생리대,,,허가,제조,,,,,,,N,,,,,,
202401764,시크릿데이순한코튼슬림핏입는오버나이트특대형,,주식회사하이베러,,2024-07-18,의약외품,5200,정상,,,"면부직포,폴리우레탄섬유,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202400417,시크릿데이순한코튼슬림핏대형,,주식회사하이베러,,2024-02-28,의약외품,5174,정상,,,"면부직포,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제B2",생리대,,,허가,제조,,,,,,,N,,,,,,
202400406,시크릿데이순한코튼슬림핏중형,,주식회사하이베러,,2024-02-27,의약외품,5173,정상,,,"면부직포,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제B2",생리대,,,허가,제조,,,,,,,N,,,,,,
202400473,시크릿데이순한코튼슬림핏입는오버나이트중대형,,주식회사하이베러,,2024-03-06,의약외품,5177,정상,,,"면부직포,폴리우레탄섬유,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202400485,시크릿데이순한코튼슬림핏팬티라이너롱,,주식회사하이베러,,2024-03-06,의약외품,5178,정상,,,"면부직포,폴리에틸렌필름,흡수지,열용융접착제B1,열용융접착제B2",생리대,,,허가,제조,,,,,,,N,,,,,,
202400963,시크릿데이순한코튼오버나이트,,주식회사하이베러,,2024-04-24,의약외품,5192,정상,,,"폴리에틸렌필름,흡수지,면상펄프,열용융접착제A2,열용융접착제B1,부직포",생리대,,,허가,제조,,,,,,,N,,,,,,
202401027,시크릿데이순한코튼입는오버나이트특대형,,주식회사하이베러,,2024-04-29,의약외품,5197,정상,,,"폴리우레탄섬유,폴리에틸렌필름,흡수지,면상펄프,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202401026,시크릿데이순한코튼입는오버나이트중대형,,주식회사하이베러,,2024-04-29,의약외품,5196,정상,,,"폴리우레탄섬유,폴리에틸렌필름,흡수지,면상펄프,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202401024,시크릿데이순한코튼중형,,주식회사하이베러,,2024-04-29,의약외품,5195,정상,,,"폴리에틸렌필름,흡수지,면상펄프,열용융접착제B1,부직포,열용융접착제B2",생리대,,,허가,제조,,,,,,,N,,,,,,
202400956,시크릿데이순한코튼팬티라이너롱,,주식회사하이베러,,2024-04-24,의약외품,5191,정상,,,"폴리에틸렌필름,흡수지,열용융접착제B1,부직포,열용융접착제B2",생리대,,,허가,제조,,,,,,,N,,,,,,
202105415,시크릿데이슬림하트대형에이,,주식회사하이베러,,2021-07-16,의약외품,5098,정상,,,"폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
201803875,시크릿데이슬림하트대형,,주식회사하이베러,,2018-10-01,의약외품,5018,정상,,,"아크릴산아크릴산나트륨공중합체,폴리에틸렌필름,열용융접착제(TECHNOMELT DM 2879),흡수지,열용융접착제(TECHNOMELT DF 7063),면상펄프,부직포",생리대,의약외품,,신고,제조,,,,,,,N,,,,,,
202200420,시크릿데이슬림하트중형비,,주식회사하이베러,,2022-01-25,의약외품,5122,정상,,,"폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202105414,시크릿데이슬림하트중형에이,,주식회사하이베러,,2021-07-16,의약외품,5097,정상,,,"폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
201803874,시크릿데이슬림하트중형,,주식회사하이베러,,2018-10-01,의약외품,5017,정상,,,"아크릴산아크릴산나트륨공중합체,폴리에틸렌필름,열용융접착제(TECHNOMELT DM 2879),흡수지,열용융접착제(TECHNOMELT DF 7063),면상펄프,부직포",생리대,의약외품,,신고,제조,,,,,,,N,,,,,,
201900699,시크릿데이울트라슬림코튼중형비,,주식회사하이베러,,2019-01-29,의약외품,5027,정상,,,"폴리에틸렌필름,열용융접착제(TECHNOMELT DM 2879),흡수지,열용융접착제(TECHNOMELT DF 7063),면상펄프,순면부직포,부직포",생리대,,,신고,제조,,,,,,,N,,,,,,
201103725,시크릿데이울트라슬림중형(생리처리용위생대),,(주)에스에스오케이(SSOK),,2011-06-08,의약외품,7,정상,,,"아크릴산아크릴산나트륨공중합체,폴리에틸렌필름,면상펄프,부직포,스티렌부타디엔블록코폴리머/하이드로게네이티드 폴리테르펜 점착제(DJ-100)",생리대,의약외품,,신고,수입,,,,,,,N,,,,,중국,
201900702,시크릿데이울트라슬림코튼대형비,,주식회사하이베러,,2019-01-29,의약외품,5030,정상,,,"폴리에틸렌필름,열용융접착제(TECHNOMELT DM 2879),흡수지,열용융접착제(TECHNOMELT DF 7063),면상펄프,순면부직포,부직포",생리대,,,신고,제조,,,,,,,N,,,,,,
201900698,시크릿데이울트라슬림중형에이,,주식회사하이베러,,2019-01-29,의약외품,5026,정상,,,"폴리에틸렌필름,열용융접착제(TECHNOMELT DM 2879),흡수지,폴리아크릴산나트륨,열용융접착제(TECHNOMELT DF 7063),면상펄프,부직포",생리대,,,신고,제조,,,,,,,N,,,,,,
201900697,시크릿데이울트라슬림대형비,,주식회사하이베러,,2019-01-29,의약외품,5025,정상,,,"폴리에틸렌필름,열용융접착제(TECHNOMELT DM 2879),흡수지,열용융접착제(TECHNOMELT DF 7063),면상펄프,부직포",생리대,,,신고,제조,,,,,,,N,,,,,,
201900695,시크릿데이울트라슬림대형에이,,주식회사하이베러,,2019-01-29,의약외품,5024,정상,,,"폴리에틸렌필름,열용융접착제(TECHNOMELT DM 2879),흡수지,폴리아크릴산나트륨,열용융접착제(TECHNOMELT DF 7063),면상펄프,부직포",생리대,,,신고,제조,,,,,,,N,,,,,,
201103724,시크릿데이울트라슬림대형(생리처리용위생대),,(주)에스에스오케이(SSOK),,2011-06-08,의약외품,6,정상,,,"아크릴산아크릴산나트륨공중합체,폴리에틸렌필름,면상펄프,부직포,스티렌부타디엔블록코폴리머/하이드로게네이티드 폴리테르펜 점착제(DJ-100)",생리대,의약외품,,신고,수입,,,,,,,N,,,,,중국,
201900700,시크릿데이울트라슬림중형비,,주식회사하이베러,,2019-01-29,의약외품,5028,정상,,,"폴리에틸렌필름,열용융접착제(TECHNOMELT DM 2879),흡수지,열용융접착제(TECHNOMELT DF 7063),면상펄프,부직포",생리대,,,신고,제조,,,,,,,N,,,,,,
202006425,시크릿데이코튼대형씨,,주식회사하이베러,,2020-09-17,의약외품,5063,정상,,,"폴리에틸렌필름,흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202006424,시크릿데이코튼소형씨,,주식회사하이베러,,2020-09-17,의약외품,5062,정상,,,"폴리에틸렌필름,흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202102405,시크릿데이코튼슈퍼롱에이,,주식회사하이베러,,2021-03-17,의약외품,5087,정상,,,"폴리에틸렌필름,흡수지,열용융접착제C1 ,면상펄프,열용융접착제A2,순면부직포,부직포",생리대,,,허가,제조,,,,,,,N,,,,,,
202105131,시크릿데이코튼슈퍼롱비,,주식회사하이베러,,2021-07-07,의약외품,5096,정상,,,"폴리에틸렌필름,흡수지,면상펄프,열용융접착제A2,순면부직포,열용융접착제B1,부직포",생리대,,,허가,제조,,,,,,,N,,,,,,
202006579,시크릿데이코튼오버나이트슈퍼롱에이,,주식회사하이베러,,2020-09-23,의약외품,5070,정상,,,"폴리에틸렌필름,흡수지,열용융접착제C1 ,면상펄프,열용융접착제A2,순면부직포,부직포",생리대,,,신고,제조,,,,,,,N,,,,,,
202006578,시크릿데이코튼오버나이트에이,,주식회사하이베러,,2020-09-23,의약외품,5069,정상,,,"폴리에틸렌필름,흡수지,열용융접착제C1 ,면상펄프,열용융접착제A2,순면부직포,부직포",생리대,,,신고,제조,,,,,,,N,,,,,,
202107649,시크릿데이코튼입는오버나이트특대형에이,,주식회사하이베러,,2021-11-25,의약외품,5112,정상,,,"폴리우레탄섬유,폴리에틸렌필름,흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202107648,시크릿데이코튼입는오버나이트중대형에이,,주식회사하이베러,,2021-11-25,의약외품,5111,정상,,,"폴리우레탄섬유,폴리에틸렌필름,흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202107647,시크릿데이코튼입는오버나이트소형에이,,주식회사하이베러,,2021-11-25,의약외품,5110,정상,,,"폴리우레탄섬유,폴리에틸렌필름,흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202101696,시크릿데이코튼중형비,,주식회사하이베러,,2021-02-19,의약외품,5086,정상,,,"폴리에틸렌필름,흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202006423,시크릿데이코튼중형씨,,주식회사하이베러,,2020-09-17,의약외품,5061,정상,,,"폴리에틸렌필름,흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202006291,시크릿데이코튼팬티라이너씨,,주식회사하이베러,,2020-09-11,의약외품,5057,정상,,,"폴리에틸렌필름,흡수지,순면부직포,열용융접착제B1,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202106891,시크릿데이코튼팬티라이너롱비,,주식회사하이베러,,2021-10-13,의약외품,5106,정상,,,"폴리에틸렌필름,흡수지,순면부직포,열용융접착제B1,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202106890,시크릿데이코튼팬티라이너비,,주식회사하이베러,,2021-10-13,의약외품,5105,정상,,,"폴리에틸렌필름,흡수지,순면부직포,열용융접착제B1,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
201803878,시크릿데이코튼팬티라이너롱에이,,주식회사하이베러,,2018-10-01,의약외품,5021,정상,,,"폴리에틸렌필름,열용융접착제(TECHNOMELT DM 2879),흡수지,열용융접착제(TECHNOMELT DF 7063),순면부직포",생리대,의약외품,,신고,제조,,,,,,,N,,,,,,
202006292,시크릿데이코튼팬티라이너롱씨,,주식회사하이베러,,2020-09-11,의약외품,5058,정상,,,"폴리에틸렌필름,흡수지,순면부직포,열용융접착제B1,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
201803877,시크릿데이코튼팬티라이너에이,,주식회사하이베러,,2018-10-01,의약외품,5020,정상,,,"폴리에틸렌필름,열용융접착제(TECHNOMELT DM 2879),흡수지,열용융접착제(TECHNOMELT DF 7063),순면부직포",생리대,의약외품,,신고,제조,,,,,,,N,,,,,,
202005836,시크릿데이포네이처생리대대형,,주식회사하이베러,,2020-08-18,의약외품,5051,정상,,,"열용융접착제 (TECHNOMELT DF 7063),열용융접착제 (TECHNOMELT DM 2879),흡수지,면상펄프,순면부직포,부직포,폴리에틸렌필름B1",생리대,,,신고,제조,,,,,,,N,,,,,,
202009157,시크릿데이포네이처생리대대형에이,,주식회사하이베러,,2020-12-23,의약외품,5082,정상,,,"흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,폴리에틸렌필름B1,열용융접착제B2",생리대,,,허가,제조,,,,,,,N,,,,,,
202105739,시크릿데이포네이처생리대소형에이,,주식회사하이베러,,2021-08-04,의약외품,5099,정상,,,"흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,폴리에틸렌필름B1,열용융접착제B2",생리대,,,허가,제조,,,,,,,N,,,,,,
202005835,시크릿데이포네이처생리대중형,,주식회사하이베러,,2020-08-18,의약외품,5050,정상,,,"열용융접착제 (TECHNOMELT DF 7063),열용융접착제 (TECHNOMELT DM 2879),흡수지,면상펄프,순면부직포,부직포,폴리에틸렌필름B1",생리대,,,신고,제조,,,,,,,N,,,,,,
202009156,시크릿데이포네이처생리대중형에이,,주식회사하이베러,,2020-12-23,의약외품,5081,정상,,,"흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,폴리에틸렌필름B1,열용융접착제B2",생리대,,,허가,제조,,,,,,,N,,,,,,
202101210,시크릿데이포네이처슈퍼롱에이,,주식회사하이베러,,2021-02-09,의약외품,5085,정상,,,"흡수지,면상펄프,열용융접착제A2,순면부직포,열용융접착제B1,부직포,폴리에틸렌필름B1",생리대,,,허가,제조,,,,,,,N,,,,,,
202107650,시크릿데이포네이처입는오버나이트중형에이,,주식회사하이베러,,2021-11-25,의약외품,5113,정상,,,"폴리우레탄섬유,폴리에틸렌필름,흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202107652,시크릿데이포네이처입는오버나이트특대형에이,,주식회사하이베러,,2021-11-25,의약외품,5115,정상,,,"폴리우레탄섬유,폴리에틸렌필름,흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202107651,시크릿데이포네이처입는오버나이트대형에이,,주식회사하이베러,,2021-11-25,의약외품,5114,정상,,,"폴리우레탄섬유,폴리에틸렌필름,흡수지,면상펄프,순면부직포,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202006647,시크릿데이포네이처팬티라이너롱에이,,주식회사하이베러,,2020-09-25,의약외품,5071,정상,,,"흡수지,순면부직포,열용융접착제B1,폴리에틸렌필름B1,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202005834,시크릿데이포네이처팬티라이너롱,,주식회사하이베러,,2020-08-18,의약외품,5049,정상,,,"열용융접착제 (TECHNOMELT DF 7063),열용융접착제 (TECHNOMELT DM 2879),흡수지,순면부직포,폴리에틸렌필름B1",생리대,,,신고,제조,,,,,,,N,,,,,,
202204640,시크릿데이퓨어러브중형(수출용),,주식회사하이베러,,2022-12-26,의약외품,5142,정상,,,"폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202204497,시크릿데이퓨어러브팬티라이너(수출용),,주식회사하이베러,,2022-12-14,의약외품,5139,정상,,,"폴리에틸렌필름,흡수지,열용융접착제B1,부직포,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202203929,시크릿데이프레쉬대형,,주식회사하이베러,,2022-10-27,의약외품,5134,정상,,,"면부직포,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202203927,시크릿데이프레쉬소형,,주식회사하이베러,,2022-10-27,의약외품,5132,정상,,,"면부직포,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202203930,시크릿데이프레쉬슈퍼롱,,주식회사하이베러,,2022-10-27,의약외품,5135,정상,,,"면부직포,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제A2,열용융접착제B1,부직포",생리대,,,신고,제조,,,,,,,N,,,,,,
202400053,시크릿데이프레쉬입는오버나이트소형,,주식회사하이베러,,2024-01-08,의약외품,5169,정상,,,"면부직포,폴리우레탄섬유,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202400080,시크릿데이프레쉬입는오버나이트중대형,,주식회사하이베러,,2024-01-10,의약외품,5170,정상,,,"면부직포,폴리우레탄섬유,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202400090,시크릿데이프레쉬입는오버나이트특대형,,주식회사하이베러,,2024-01-11,의약외품,5171,정상,,,"면부직포,폴리우레탄섬유,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제A3",생리대,,,허가,제조,,,,,,,N,,,,,,
202203928,시크릿데이프레쉬중형,,주식회사하이베러,,2022-10-27,의약외품,5133,정상,,,"면부직포,폴리에틸렌필름,흡수지,폴리아크릴산나트륨,면상펄프,열용융접착제B1,부직포,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
202203873,시크릿데이프레쉬팬티라이너롱,,주식회사하이베러,,2022-10-20,의약외품,5131,정상,,,"면부직포,폴리에틸렌필름,흡수지,열용융접착제B1,열용융접착제B2",생리대,,,신고,제조,,,,,,,N,,,,,,
201803243,시크릿데이하트슬림대형날개형,,주식회사하이베러,,2018-08-08,의약외품,5010,정상,,,"아크릴산아크릴산나트륨공중합체,폴리에틸렌필름,흡수지,면상펄프,접착제(2),부직포,접착제(1)",생리대,의약외품,,신고,제조,,,,,,,N,,,,,,
201803244,시크릿데이하트슬림중형날개형,,주식회사하이베러,,2018-08-08,의약외품,5011,정상,,,"아크릴산아크릴산나트륨공중합체,폴리에틸렌필름,흡수지,면상펄프,접착제(2),부직포,접착제(1)",생리대,의약외품,,신고,제조,,,,,,,N,,,,,,
201804878,시크릿데이하트오버나이트팬티중형,,주식회사하이베러,,2018-12-03,의약외품,50,정상,,,"폴리우레탄섬유,아크릴산아크릴산나트륨공중합체,열용융형접착제,폴리에틸렌필름,흡수지,면상펄프,부직포",생리대,,,허가,수입,,,,,,,N,,,,,중국,
